"","prod","rain","sun","temp","area"
"1",39150983.4500622,58.7229167483617,52.5303629677816,58.44700823631,252370.935873949
"2",3306539.42649919,12.7113315815683,82.638526176113,60.7887891409658,14942.3988544763
"3",117174729.052436,50.7320137210122,61.3202690743185,59.6127357129719,641869.91060369
"4",11218872.9251735,23.856661297388,69.4172902066385,66.0014176269816,65293.6141485529
"5",157296325.719868,16.6075084126104,75.7305453573482,47.401797144526,1192839.98390113
"6",24363537.7087917,45.1342010675417,64.3350285722328,53.804417002362,166942.411091673
"7",10258220.5363455,57.1263002593904,70.0442580067221,71.782908452558,64985.2694843157
"8",50423593.622053,53.3743660801168,66.106030031214,65.4076334616459,285047.759714867
"9",28700601.9833788,19.1285629670447,62.0859141286045,43.4120469012403,134853.602424994
"10",2264737507.07088,35.1097744771431,55.0588943111246,52.7644207661044,10909034.1463721
"11",982158864.767934,44.1241982620803,59.6368714104508,54.4893572740343,5204678.41266486
"12",2509812437.76807,37.9853346223269,58.9206333859129,50.224283077955,12920329.6538724
"13",644835751.487404,29.6858237362588,61.618942759872,54.5062849203613,4996761.00037258
"14",216480127.456675,47.536996090718,57.8842793208347,55.7965993445511,1237980.37066714
"15",78031155.799457,65.4446682949125,56.9513955359349,64.0379173148349,446704.719996418
"16",56899169.3638415,46.5233218914881,55.4183768046521,54.7924415544703,391742.543303431
"17",297765405.023215,31.2128430340602,56.7237399836509,42.3037272478863,1959583.57869988
"18",1365016968.97629,27.2177489480135,61.3628512483004,41.7732522369926,7443629.89603186
"19",86505076.7626134,61.8882677930366,62.2756605633683,63.8574166415324,464224.350077196
"20",470043365.480758,41.1556706045687,61.4844903118247,56.5302325766208,3329320.92121172
"21",5749863.45014151,15.0410912091279,57.5994460640423,43.1574075761336,67278.4786334909
"22",1790822877.99121,22.5555177165267,64.9065609170383,49.9431320058165,9289512.86708721
"23",8616465.97884643,45.6822614907283,57.4747743334238,53.0915002403304,60807.0383748775
"24",6507780.95420437,13.818999541105,81.7707138557133,51.5554600123024,34860.0948319134
"25",103402017.428659,41.5490381870573,42.5541308219326,48.3046833332136,646829.821709143
"26",93875782.5180467,52.7337140831927,58.1436365766305,58.9759277505278,830225.221779186
"27",448400286.365165,17.2251346617271,65.6680791241176,40.1476172920782,2925162.23176605
"28",612111805.413213,38.6940080564301,50.5601271141734,47.5271942556493,3305685.83155589
"29",37369516.8220885,35.8128349237786,69.0561134189938,57.2121203996623,279565.093944573
"30",8724557.53952979,29.3508676700669,49.1306836790664,49.202270185173,44938.6821044288
"31",133192953.107965,41.8284091455176,55.7092033477199,51.9509347387684,950252.432457785
"32",39337906.984741,51.0558766136155,63.014020858499,58.1882269333594,311637.261894041
"33",776221684.947571,20.273574472114,63.8327071607137,41.4864603071472,4856806.42510543
"34",115776686.393363,56.2428322870476,54.802363156273,57.2406172915363,694907.179682095
"35",187249000.647494,26.5908889564505,61.399267949163,65.2012219917001,1733778.64125551
"36",4002483.81134972,11.8991381134563,69.2529287909695,52.772161824827,21999.6660056593
"37",47646177.3862038,43.6615822853789,62.4925668449607,51.0626841755575,324989.237031165
"38",18669176.913671,36.6526305225074,43.9914021914769,47.8053320264038,84728.4843318509
"39",4997125.4372307,45.4826818882078,44.2303726234604,49.9991668458547,33084.5392493995
"40",545945623.114212,32.4940550774398,53.4861008022506,42.8843042043954,3176555.52890371
"41",11456308.8730159,12.9395912508549,70.3871048925635,44.2158670827416,70191.7793710494
"42",39169280.1250015,59.6193382515867,62.1028860478525,61.4995975322435,252570.401088173
"43",3300642.02477876,12.5528886436382,87.1337293806249,56.5664037999743,14836.5713289431
"44",117493852.381986,48.7788412367962,58.423560438485,61.2108472437652,646559.938162672
"45",11309797.0301465,21.7977314743719,68.1424749475326,53.1188071830977,65334.7048458624
"46",155777670.669776,17.1218027326728,67.8008269032924,46.7408436752458,1206814.97347114
"47",23918264.4951005,45.081009257519,68.9484966294222,55.453062554691,166579.380710198
"48",10217252.3460105,53.0927605630994,62.0447995533257,70.9586405390007,65064.5976078707
"49",50195165.8442946,48.5133475309433,72.9658683184057,67.7582370742891,285766.234811216
"50",28717375.8630071,18.1987699849636,59.3949412704874,43.1878972531553,134868.900374935
"51",2273470223.64249,36.8992990323242,60.0983428542653,52.2912134760404,10829175.9181239
"52",981885339.060738,42.5071828505663,56.2949154786268,53.5368264679802,5169767.96402576
"53",2522232241.24778,37.5370980227267,60.4420335252246,46.5176405275408,12758716.5961863
"54",641748879.393758,30.1152187689026,62.6305229462736,57.2334737912536,4994644.77282804
"55",216105729.005106,45.6709978412738,57.3877951251247,55.9381300024406,1224248.88231503
"56",78500472.8629757,58.6556714218657,60.8089490354302,67.1296983717747,451837.652579283
"57",56948316.6398122,45.6704112245426,54.3957945515169,50.7038048487463,388239.160018135
"58",296691496.895211,32.2883058613919,55.2675834687489,48.8904886944472,1941826.17968311
"59",1364305957.27681,26.7873417745408,52.0105708717789,39.9795743881718,7516494.11267415
"60",85247462.3468564,62.8526548927194,65.8640963504892,58.3532222275254,468304.017309834
"61",469787030.432017,40.1997939542465,64.488377199786,51.2499792823415,3332027.49994262
"62",5852818.44918279,14.5850643045094,60.22958491466,43.7449115069899,67744.1340098256
"63",1793310217.93932,24.2031649341258,60.8577788865968,47.0253457148385,9357364.70893973
"64",8597720.85687894,47.5195465617933,57.3415718266387,54.4132965939071,61636.6951030398
"65",6499020.77876254,14.9610552838617,74.5152525960117,54.6450039518047,35032.7969509677
"66",101764757.581558,39.5785967065422,42.8191299941136,47.1159399279835,647460.167024184
"67",93943578.5910703,45.878219165278,66.4851548203349,60.8547538841643,827401.735944744
"68",449838709.401036,18.3589054180024,58.2747987186799,42.8550216522766,2914653.68140602
"69",614175892.935711,36.7137417768677,49.1890627272883,53.4386548751977,3309849.89186954
"70",37461388.1182935,38.8098692959388,68.9780949932434,57.7235426181556,280005.952921535
"71",8812124.53530057,28.1149977433098,48.0636011997009,49.0200746773249,44825.1839377318
"72",134002414.779372,39.218596559884,56.0830564727303,49.475724835494,943421.44222292
"73",39322458.8545903,50.3048871191519,64.1028419495618,63.0827417981467,309172.479596146
"74",777553190.216813,22.1892521440955,62.5054116874367,48.9349277011589,4835616.20307717
"75",115529063.622137,53.7824914883296,57.2496935251221,53.9423651859992,691745.465499023
"76",188560728.812212,30.1795851427694,58.5372259076877,66.8569330359366,1753535.26250568
"77",4033382.73320083,12.7630109743101,63.9711411249535,51.870215323914,21878.5062616186
"78",47310787.238647,44.2015615854715,61.5761391363374,53.0539268674213,324773.805224208
"79",18768441.6539934,38.9283601644859,45.0814383432056,46.7389653743097,84850.1443093189
"80",5038130.72378663,48.4981404442851,45.6196691097975,49.9931372780614,32783.3371204867
"81",540164835.373783,33.5553244178778,53.2911104319931,45.357918849204,3140762.04451006
"82",11415020.8292003,13.1870412301683,66.198082117205,40.5241794242614,70100.3762768697
"83",38795752.2727699,59.4993373465988,62.1350292821128,54.9654271412534,248143.357946052
"84",3283163.83299157,13.5558409991392,89.7435716465113,58.0197941044822,14992.5953527453
"85",117110505.351916,48.3213013081809,62.0485003574384,54.1810609916698,642228.761689736
"86",11236732.8484932,21.032377927424,68.3643622184397,60.2336774436198,65100.0299621352
"87",155935273.687721,15.9306527121401,70.0559236379666,44.3717277750362,1189059.5179856
"88",24130846.9953913,45.8456627624852,66.4656890461734,55.430896499809,167062.345422262
"89",10184198.5980582,49.0767798328944,68.0876088488301,69.538755339154,64483.7267205706
"90",50710311.3195118,53.6710801065084,67.6644181284492,59.7389887828814,283786.965588844
"91",28702132.8124371,20.056691756787,62.8645532463892,43.6758930184093,134044.839685605
"92",2265739569.72923,36.7494689780466,57.9898018227013,49.2926409274851,10826262.7626683
"93",987544592.288936,44.9259944501589,55.2129529614326,51.0583872981951,5193831.18511225
"94",2518218678.78955,32.5829963932204,62.4761374178606,46.6907700374575,12841622.1321473
"95",647770815.312844,28.6011702834463,63.9426876245822,59.3903775639602,5002892.25915593
"96",215503197.633811,51.8235890504679,57.3048276412285,54.7803268100101,1233718.74722424
"97",77803347.0564199,58.2821927312628,55.3347664030533,67.5517894731064,452212.853601695
"98",57612476.5936195,48.9990312607217,54.0986392719347,53.7910620145919,387869.007060163
"99",297005136.99847,31.1446342893371,49.6607595514756,45.1401422398618,1944431.17040531
"100",1364705180.31497,27.2063773705458,59.167908561421,40.0964539646553,7537517.60069495
"101",86608113.0510092,54.9614072060636,58.5812077260627,61.6859902703334,464848.62422374
"102",468381282.229233,45.8453583873769,62.9653069205637,56.003008646035,3350594.06889441
"103",5812785.35072469,14.3496911651153,60.0728929603059,38.6968454395345,67956.2022930211
"104",1795330004.1173,23.9378167939718,63.4538432194596,48.5077506953175,9341111.08634318
"105",8576430.47678847,48.8572830914337,50.100519204086,46.8917135137233,61091.3897297064
"106",6577475.74311232,14.4050064951333,77.6515615549983,58.4397158403089,34933.6876275671
"107",102752961.017824,42.4733434117583,47.4003391568192,47.0841885197445,644955.835612674
"108",93799297.3549497,54.3133922145816,61.3464449152007,58.6823720359831,836794.127216593
"109",448987623.287407,18.8085998661739,63.4806987812852,45.4521353222665,2919195.31996615
"110",615081617.211693,41.3927218631604,51.3481934208465,52.3933949317258,3311940.87954595
"111",37309243.8123835,36.6247304476753,68.0694331771961,60.4761912709209,281260.146416738
"112",8749031.43970773,25.3098283115258,43.9079312436898,47.5327746414177,44815.7588883637
"113",132354226.942431,43.2583008411382,58.8713632280138,47.7809641741389,952010.767107306
"114",39425837.0789752,51.8679085211546,61.3591795924479,56.5732707080607,308352.060746427
"115",772681586.073093,18.6404167018973,57.6772114961472,42.7113802138272,4878431.70391386
"116",115726305.911467,52.6175451098111,50.305891555357,53.1192114380815,689318.946638681
"117",189539346.535649,28.404674531621,60.2341000989742,65.5899782512969,1740627.78835239
"118",3999543.87763562,12.6095327975011,70.8474736073348,47.6029937113436,21896.7238313031
"119",47173882.5390031,46.9756452699201,60.948492611173,54.5192790412453,322394.679662326
"120",18623782.8678253,39.7983458446846,45.8223428125579,45.2370821504393,85429.5090412712
"121",4978749.19198478,48.4372825204963,45.6367795818526,50.1790622038657,33091.2030488169
"122",545522866.245107,31.6177524271946,53.3734957570914,43.6790665840812,3176442.74219479
"123",11478199.4742421,13.4387948488195,61.0449908127289,39.1902869423831,70500.7483320739
"124",38877824.0933254,56.436016506829,57.206884533317,59.0012009218869,250426.668021258
"125",3302981.39137334,13.1355760433858,91.7043717380178,58.1960766274076,15068.9775793048
"126",117237188.674675,53.0464566097821,59.4696117358462,65.6096134234931,649584.198537396
"127",11219729.0517406,22.3160779618911,71.7860471523462,55.4788999446606,65179.4126682998
"128",157119593.819912,14.79569010978,69.3855096409813,43.2393106882882,1198277.52189728
"129",24054318.9052813,47.6713380414196,65.4848594481957,56.1489274876356,165101.80706968
"130",10207400.8157693,58.2963975181228,69.211351285567,70.3181379074973,65473.2433176677
